,topic_id,prompt,comment
222,BRVMIS09200,BRVMIS09200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"MainClass=03 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามตารางที่ 3  ""ประเภทของทรัพย์สินที่เอาประกันภัย – สำหรับการประกันเครื่องอุปกรณ์อิเล็กทรอนิกส์ (EEI)"""
223,BRVMIS09600,BRVMIS09600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"ถ้า  RecordNo ต้องการบันทึก Table OH กรมธรรม์ และ สลักหลัง ข้อมูล RecordType =01,02,03  "
224,BRVMIS09601,BRVMIS09601 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =01 และ  MainClass=01 และ SubClass=05 เท่านั้นที่ข้อมูล FieldString07 สามารถว่างได้
225,BRVMIS09602,BRVMIS09602 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"ถ้า RecordType =01  ต้องกรอก FieldString07 ห้ามว่าง และต้องถูกต้องตามตารางรหัสจังหวัด, อำเภอ, ตำบล (อ้างอิงตารางที่ 8) กรณีที่เป็นที่อยู่ต่างประเทศให้รายงาน “000000”"
226,BRVMIS09603,BRVMIS09603 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =01  ต้องกรอก FieldString08 ห้ามว่าง และต้องถูต้องตามรหัสไปรษณีย์ กรณีที่เป็นที่อยู่ต่างประเทศ ให้รายงาน “00000”
227,BRVMIS09604,BRVMIS09604 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =01  ต้องกรอก FieldString09 ห้ามว่าง และต้องถูกต้องตามรหัสประเทศ (อ้างอิงตารางที่ 10)
228,BRVMIS09701,BRVMIS09701 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString03 ห้ามว่าง และต้องถูกต้องตามเลขตัวถังหรือเลขตัวรถ
229,BRVMIS09702,BRVMIS09702 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString04 ห้ามว่าง และต้องถูกต้องตามข้อมูล ชื่อยี่ห้อรถยนต์เป็นภาษาอังกฤษตัวพิมพ์ใหญ่
230,BRVMIS09703,BRVMIS09703 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString05 ห้ามว่าง และต้องถูกต้องตามข้อมูล ชื่อรุ่นรถยนต์ต้องเป็นภาษาอังกฤษตัวพิมพ์ใหญ่
231,BRVMIS09704,BRVMIS09704 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString06 ห้ามว่าง และต้องถูกต้องตามข้อมูล เลขทะเบียนรถตามที่จดทะเบียน
232,BRVMIS09705,BRVMIS09705 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString07 ห้ามว่าง และต้องถูกต้องตามข้อมูล รหัสจังหวัดตามที่จดทะเบียน อ้างอิงตามตารางที่ 13
233,BRVMIS09706,BRVMIS09706 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString08 ห้ามว่าง และต้องถูกต้องตามข้อมูล รหัสประเทศตามที่จดทะเบียนรถ อ้างอิงตามตารางที่ 10
234,BRVMIS09707,BRVMIS09707 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString09 ห้ามว่าง และต้องถูกต้องตามข้อมูล ปีที่จดทะเบียน 
235,BRVMIS09708,BRVMIS09708 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString09 ห้ามว่าง และต้องถูกต้องตามข้อมูล ปีที่จดทะเบียน ต้องระบุเป็น ค.ศ. 
236,BRVMIS09709,BRVMIS09709 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString09 ห้ามว่าง และต้องถูกต้องตามข้อมูล ปีที่จดทะเบียน ต้องระบุเป็น ค.ศ. 4 หลัก
237,BRVMIS09710,BRVMIS09710 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString10 ห้ามว่าง และต้องถูกต้องตามข้อมูล ขนาดเครื่องยนต์ (CC) หรือ จำนวนที่นั่งของรถ
238,BRVMIS09711,BRVMIS09711 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =02  ต้องกรอก FieldString11 ห้ามว่าง และต้องถูกต้องตามข้อมูล จำนวนผู้โดยสารที่ได้รับความคุ้มครอง
239,BRVMIS09801,BRVMIS09801 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =03  ต้องกรอก FieldString03 ห้ามว่าง และต้องถูกต้องตามข้อมูล ชื่อยี่ห้อมือถือเป็นภาษาอังกฤษตัวพิมพ์ใหญ่
240,BRVMIS09802,BRVMIS09802 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =03  ต้องกรอก FieldString04 ห้ามว่าง และต้องถูกต้องตามข้อมูล ชื่อรุ่นมือถือ
241,BRVMIS09803,BRVMIS09803 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =03  ต้องกรอก FieldString05 ห้ามว่าง และต้องถูกต้องตามข้อมูล รหัสตัวเครื่องมือถือ
242,BRVMIS09804,BRVMIS09804 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า RecordType =03  ต้องกรอก FieldString06 ห้ามว่าง และต้องถูกต้องตามข้อมูล อีมี่ : IMEI
243,BRVMIS09510,BRVMIS09510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกข้อมูลรายการสลักหลัง  ต้องมีรายการกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
244,BRVMIS09520,BRVMIS09520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการรับ / คืน เบี้ย ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
245,BRVMIS09530,BRVMIS09530 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการสินไหมทดแทน ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
246,BRVMIS09540,BRVMIS09540 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการสินไหมทดแทนรับคืน ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
247,BRVMIS09550,BRVMIS09550 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการจ่ายสินไหม ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
248,BRVPAH00200,BRVPAH00200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า DataType =1 ข้อมูล GrossPremiumAmt >0.0
249,BRVPAH00300,BRVPAH00300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,
250,BRVPAH00400,BRVPAH00400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล InsuredAddress สามารถว่างได้
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล InsuredAddress สามารถว่างได้
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล InsuredAddress สามารถว่างได้
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง
"
251,BRVPAH00500,BRVPAH00500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล nsuredProvinceDistrictSub สามารถว่างได้
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล nsuredProvinceDistrictSub สามารถว่างได้
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล nsuredProvinceDistrictSub สามารถว่างได้
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง
"
252,BRVPAH00600,BRVPAH00600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล InsuredZipCode ห้ามว่าง
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล InsuredZipCode ห้ามว่าง
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล InsuredZipCode ห้ามว่าง
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง
"
253,BRVPAH00700,BRVPAH00700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล InsuredCountryCode สามารถว่างได้
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล InsuredCountryCode สามารถว่างได้
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล InsuredCountryCode สามารถว่างได้
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง"
254,BRVPAH00800,BRVPAH00800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล InsuredCountryCode สามารถว่างได้
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล InsuredCitizenId สามารถว่างได้
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล InsuredCitizenId สามารถว่างได้
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง"
255,BRVPAH00900,BRVPAH00900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""01"",""02"",""04""  ข้อมูล OccupationLevel ห้ามว่าง
"
256,BRVPAH01000,BRVPAH01000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""02"",""03"",""09"",""99 ข้อมูล OccupationCode สามารถว่างได้
MainClass=07 และ SubClass= ""02"",""03"",""99"" ข้อมูล OccupationCode สามารถว่างได้
MainClass=11 และ SubClass= ""02"",""04"",""06"",""99""  ข้อมูล OccupationCode สามารถว่างได้
* กรมธรรม์กลุ่มที่สามารถระบุได้ให้ระบุเข้ามาได้ไม่จำเป็นต้องว่าง
"
257,BRVPAH01100,BRVPAH01100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""01"",""02"",""04""  ข้อมูล InsuredBirthday ห้ามว่าง
"
258,BRVPAH01200,BRVPAH01200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"สำหรับกรมธรรม์กลุ่ม
MainClass=06 และ SubClass=""01"",""02"",""04""  ข้อมูล InsuredGender ห้ามว่าง
"
259,BRVPAH01300,BRVPAH01300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า InsuredNameช <> Beneficiary1 ข้อมูล RelationInsuredBeneficiary1 ห้ามว่าง
260,BRVPAH01400,BRVPAH01400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"MainClass=06 และ SubClass=""03"",""09"",""99 ข้อมูล OccupationCode สามารถว่างได้
MainClass=07 และ SubClass= ""03"",""99"" ข้อมูล OccupationCode สามารถว่างได้
MainClass=11 และ SubClass= ,""99""  ข้อมูล OccupationCode สามารถว่างได้
"
261,BRVPAH02500,BRVPAH02500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"MainClass=06 และ SubClass=""08"",ข้อมูล  ShipType ห้ามว่าง"
262,BRVPAH02900,BRVPAH02900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ข้อมูลสลักหลัง ต้องเคยมี้อมูล PolicyNumber  ต้องเคยมรอยู่แล้วในระบบ IBS หรือหากส่งข้อมูลข้อมูลเข้ามาในรอบเดียวกัน ข้อมูลกรมธรรม์ต้องไม่ Error 
263,BRVPAH03000,BRVPAH03000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า EndorsementSeq =0 ข้อมูล GrossPremiumAmt >0.0
264,BRVPAH03100,BRVPAH03100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ถ้ารายการสลักหลัง DataType =2 ,7 ข้อมูล GrossPremiumAmt >=0.0"
265,BRVPAH03200,BRVPAH03200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ถ้ารายการสลักหลัง  DataType =3 ,8 ข้อมูล GrossPremiumAmt <=0.0"
266,BRVPAH03300,BRVPAH03300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ถ้ารายการสลักหลัง  DataType =4 ,5 ข้อมูล GrossPremiumAmt =0.0"
267,BRVPAH03400,BRVPAH03400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้ารายการสลักหลัง  DataType =6  ข้อมูล GrossPremiumAmt <0
268,BRVPAH03500,BRVPAH03500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ประเภทของขนส่ง ห้ามกำหนดเป็นค่าว่าง กรณีประเภทกรมธรรม์ประกันภัย=""CA"",""CS"",""CT"""
269,BRVPAH03600,BRVPAH03600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า DataType <>  1   ข้อมูล Endorsement  EffectiveDate ต้องค่าไม่ว่าง
270,BRVPAH03800,BRVPAH03800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"การส่งรายงานสินไหม  ต้องมีรายการกรมธรรม์ที่ผ่านในระบบ ( PolicyNumber ,ShipSeq)"
271,BRVPAH04000,BRVPAH04000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ถ้า ClaimGroup =""CP"" , ""CS"" ,""CR"" ข้อมูล ClaimAmt <0.0"
272,BRVPAH04100,BRVPAH04100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"ถ้า ClaimGroup =""P"" , ""S""  ข้อมูล ClaimAmt <0.0"
273,BRVPAH04200,BRVPAH04200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า ClaimType=2 ต้องมีรายการ ClaimType=1 (ClaimNumber) อยู่แล้ว
274,BRVPAH04300,BRVPAH04300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,ถ้า ClaimType=3 ต้องมีรายการ ClaimType=2 (ClaimNumber) อยู่แล้ว
275,BRVPAH04400,BRVPAH04400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,"การบันทึกรายการสินไหม ClaimGroup =""CP"" , ""CS"" ต้องมี ClaimGroup =""P"" , ""S"" (ClaimNumber,ClaimSeq)  เดิมอยู่แล้ว"
276,BRVPAH05100,BRVPAH05100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการผู้ประสบภัยต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วย
277,BRVPAH07000,BRVPAH07000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการกรมธรรม์ ต้องมีข้อมูลผู้เอาประกันภัยอย่างน้อย 1คน
278,BRVPAH07100,BRVPAH07100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการผู้เอาประกันภัย ต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วยเท่านั้น
279,BRVPAH07200,BRVPAH07200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการความคุ้มครอง ต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วยเท่านั้น
280,BRVPAH07300,BRVPAH07300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการกรมธรรม์ ต้องมีข้อมูลในรายการความคุ้มครองส่งมาด้วยเท่านั้น
281,BRVPAH07500,BRVPAH07500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการกรมธรรม์  ข้อมูลผู้เอาประกันภัยต้องถูกต้องสามารถบันทึกได้ทุกคนในกรมธรรม์นั้นๆ
282,BRVPAH07600,BRVPAH07600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการผู้เอาประกันภัย ต้องมีข้อมูลในรายการกรมธรรม์ทึ่ผ่านการบันทึกด้วยเท่านั้น
283,BRVPAH07700,BRVPAH07700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการกรมธรรม์ ข้อมูลในรายการความคุ้มครองที่ส่งมาต้องผ่านการตรวจสอบเท่านั้น
284,BRVPAH07800,BRVPAH07800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการความคุ้มครอง ข้อมูลในรายการกรมธรรม์ที่ส่งมาต้องผ่านการตรวจสอบเท่านั้น
285,BRVPAH09510,BRVPAH09510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกข้อมูลรายการสลักหลัง  ต้องมีรายการกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
286,BRVPAH09520,BRVPAH09520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการรับ / คืน เบี้ย ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
287,BRVPAH09530,BRVPAH09530 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการสินไหมทดแทน ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
288,BRVPAH09540,BRVPAH09540 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการสินไหมทดแทนรับคืน ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
289,BRVPAH09550,BRVPAH09550 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,การบันทึกรายการจ่ายสินไหม ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
290,BRVPAH09560,BRVPAH09560 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยอุบัติเหตุและสุขภาพ,รายการผู้ประสบภัยไม่ผ่านการตรวจสอบเนื่องจากรายการสินไหมทดแทนพบข้อผิดพลาดต้องแก้ไขรายการสินไหมให้ถูกต้อง
291,BRVMOT00100,BRVMOT00100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,วันที่เริ่มคุ้มครอง (EffectiveDate)  >  วันที่ปัจุบัน (Sysdate)  เกิน 2 ปี 
292,BRVMOT00300,BRVMOT00300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ระบุค่า  BasePremium  ต้องมากกว่า 0
293,BRVMOT00400,BRVMOT00400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"MC = VehicleType <> '4.01'  and VechicleLicenseNo ห้ามเป็นค่าว่าง
MV = VehicleType <> '801'  and VechicleLicenseNo ห้ามเป็นค่าว่าง
"
294,BRVMOT00500,BRVMOT00500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"MV (VehicleType) in '110','120','610','620','630','802','730',  VehSize  ห้ามเป็นค่าว่าง"
295,BRVMOT00600,BRVMOT00600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"(VehicleType) in  '210','220','230' ,  VehSeat ห้ามเป็นค่าว่าง"
296,BRVMOT00700,BRVMOT00700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"MV (VehicleType) in '310','320','340' ,'420' ,'520' ,'540','803','804','805' ต้องระบุน้ำหนักบรรทุก (VehWeight) ห้ามเป็นค่าว่าง"
297,BRVMOT01600,BRVMOT01600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ถ้ามีการระบุค่า (EX04Premium>0 )  EX04TerritoryCountry  ต้องระบุค่าด้วย
298,BRVMOT01700,BRVMOT01700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการในแฟ้ม กรมธรรม์ความคุ้มครองพิเศษ ต้องมีข้อมูลในตารางกรมธรรม์ในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง Key = CompanyCode,PolicyNo, FleetNo,FleetSeq"
299,BRVMOT01800,BRVMOT01800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการในแฟ้ม สลักหลังความคุ้มครองพิเศษ ต้องมีข้อมูลในตารางสลักหลังในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง Key = CompanyCode,PolicyNo, FleetNo,FleetSeq,EndorsementNumber"
300,BRVMOT02100,BRVMOT02100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ต้องนำส่งข้อมูลกรมธรรม์มาก่อนรายการรับ / คืนเบี้ยเสมอ อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน
301,BRVMOT02200,BRVMOT02200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ต้องนำส่งข้อมูลสลักหลังมาก่อนรายการกรมธรรม์เสมอ อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน
302,BRVMOT02300,BRVMOT02300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"กรณีที่เป็นสลักหลังเพิ่มรถยนต์ที่เอาประกัน (EndorsementType = '09')   , ตรวจสอบ  Key  ดังต่อไปนี้ CompanyCode,PolicyNo, FleetNo,FleetSeq ต้องไม่ซ้ำกับในฐาน IBS  เนื่องจากเป็นการเพิ่มรถยนต์คันที่เอาประกัน"
303,BRVMOT02400,BRVMOT02400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มสินไหม ต้องมีการนำส่งข้อมูลกรมธรรม์มาในฐาน  IBS  ก่อนเสมอ อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน
304,BRVMOT02500,BRVMOT02500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการสินไหมที่นำส่ง ซ้ำกับข้อมูลในฐาน  IBS  ต้อตรวจสอบคีย์หลักของข้อมูล  ต้อไม่ซ้ำกัน
305,BRVMOT02600,BRVMOT02600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งรายการสินไหม OD  แต่ไม่พบข้อมูลรายละเอียดอุบัติเหตุ มาในการนำส่งครั้งนั้น ซึ่งพิจารณาจากคีย์หลักของข้อมูลตามเอกสารโครงสร้าง
306,BRVMOT02700,BRVMOT02700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งรายการสินไหม TPPD  แต่ไม่พบข้อมูลรายละเอียดอุบัติเหตุ มาในการนำส่งครั้งนั้น ซึ่งพิจารณาจากคีย์หลักของข้อมูลตามเอกสารโครงสร้าง
307,BRVMOT02800,BRVMOT02800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งรายการสินไหม TPBI  แต่ไม่พบข้อมูลรายละเอียดอุบัติเหตุ มาในการนำส่งครั้งนั้น ซึ่งพิจารณาจากคีย์หลักของข้อมูลตามเอกสารโครงสร้าง
308,BRVMOT02900,BRVMOT02900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งรายการสินไหมความคุ้มครองเพิ่มเติมI  แต่ไม่พบข้อมูลรายละเอียดอุบัติเหตุ มาในการนำส่งครั้งนั้น ซึ่งพิจารณาจากคีย์หลักของข้อมูลตามเอกสารโครงสร้าง
309,BRVMOT03010,BRVMOT03010 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"การบันทึกรายการสินไหม ClaimGroup =""CP""  ต้องมี ClaimGroup =""P"" ,  (ClaimNumber,ClaimSeq)  เดิมอยู่แล้ว"
310,BRVMOT03030,BRVMOT03030 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"ถ้า ClaimGroup =""CP""  ข้อมูล ClaimAmt <0"
311,BRVMOT03040,BRVMOT03040 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"ถ้า ClaimGroup =""CS"" ข้อมูล ClaimAmt <0"
